downloads,date,package
96,2024-04-05,vetiver
632,2024-04-06,siuba
84238,2024-04-06,plotnine
33,2024-04-06,vetiver
478,2024-04-06,shiny
185,2024-04-06,great-tables
8,2024-04-07,vetiver
166,2024-04-07,great-tables
493,2024-04-07,siuba
515,2024-04-07,shiny
79922,2024-04-07,plotnine
2048,2024-04-08,siuba
78,2024-04-08,vetiver
100590,2024-04-08,plotnine
580,2024-04-08,great-tables
1515,2024-04-08,shiny
28,2024-04-09,vetiver
1438,2024-04-09,shiny
719,2024-04-09,great-tables
104878,2024-04-09,plotnine
2562,2024-04-09,siuba
98245,2024-04-10,plotnine
3011,2024-04-10,siuba
15,2024-04-10,vetiver
1605,2024-04-10,shiny
1171,2024-04-10,great-tables
1280,2024-04-11,great-tables
4057,2024-04-11,siuba
106416,2024-04-11,plotnine
89,2024-04-11,vetiver
1366,2024-04-11,shiny
1136,2024-04-12,great-tables
106965,2024-04-12,plotnine
3517,2024-04-12,siuba
69,2024-04-12,vetiver
1514,2024-04-12,shiny
101,2024-04-13,vetiver
86595,2024-04-13,plotnine
331,2024-04-13,great-tables
615,2024-04-13,shiny
763,2024-04-13,siuba
545,2024-04-14,siuba
85921,2024-04-14,plotnine
192,2024-04-14,great-tables
519,2024-04-14,shiny
10,2024-04-14,vetiver
2529,2024-04-15,siuba
689,2024-04-15,great-tables
53,2024-04-15,vetiver
115230,2024-04-15,plotnine
1104,2024-04-15,shiny
101791,2024-04-16,plotnine
2088,2024-04-16,shiny
490,2024-04-16,great-tables
32,2024-04-16,vetiver
2252,2024-04-16,siuba
2561,2024-04-17,siuba
2028,2024-04-17,shiny
473,2024-04-17,great-tables
78,2024-04-17,vetiver
108550,2024-04-17,plotnine
615,2024-04-18,great-tables
1689,2024-04-18,shiny
322,2024-04-18,vetiver
2476,2024-04-18,siuba
106188,2024-04-18,plotnine
92,2024-04-19,vetiver
104964,2024-04-19,plotnine
2479,2024-04-19,siuba
1676,2024-04-19,shiny
632,2024-04-19,great-tables
91816,2024-04-20,plotnine
1145,2024-04-20,shiny
492,2024-04-20,siuba
280,2024-04-20,great-tables
74,2024-04-20,vetiver
85,2024-04-21,vetiver
337,2024-04-21,siuba
352,2024-04-21,great-tables
75116,2024-04-21,plotnine
1007,2024-04-21,shiny
1353,2024-04-22,great-tables
2091,2024-04-22,shiny
101456,2024-04-22,plotnine
2942,2024-04-22,siuba
77,2024-04-22,vetiver
3279,2024-04-23,siuba
134424,2024-04-23,plotnine
689,2024-04-23,great-tables
1844,2024-04-23,shiny
176,2024-04-23,vetiver
521,2024-04-24,great-tables
1909,2024-04-24,shiny
182,2024-04-24,vetiver
123779,2024-04-24,plotnine
2770,2024-04-24,siuba
3232,2024-04-25,siuba
104,2024-04-25,vetiver
614,2024-04-25,great-tables
101695,2024-04-25,plotnine
2053,2024-04-25,shiny
327,2024-04-26,great-tables
107482,2024-04-26,plotnine
59,2024-04-26,vetiver
1429,2024-04-26,shiny
2384,2024-04-26,siuba
40,2024-04-27,great-tables
670,2024-04-27,shiny
8,2024-04-27,vetiver
80333,2024-04-27,plotnine
419,2024-04-27,siuba
1358,2024-04-28,shiny
424,2024-04-28,siuba
83703,2024-04-28,plotnine
146,2024-04-28,great-tables
36,2024-04-28,vetiver
1102,2024-04-29,great-tables
18,2024-04-29,vetiver
1520,2024-04-29,shiny
102106,2024-04-29,plotnine
3050,2024-04-29,siuba
1995,2024-04-30,shiny
1025,2024-04-30,great-tables
17,2024-04-30,vetiver
3486,2024-04-30,siuba
115664,2024-04-30,plotnine
2304,2024-05-01,great-tables
56,2024-05-01,vetiver
3283,2024-05-01,siuba
105616,2024-05-01,plotnine
1431,2024-05-01,shiny
2215,2024-05-02,siuba
1833,2024-05-02,shiny
18,2024-05-02,vetiver
104691,2024-05-02,plotnine
1485,2024-05-02,great-tables
2833,2024-05-03,siuba
1787,2024-05-03,great-tables
1249,2024-05-03,shiny
12,2024-05-03,vetiver
103098,2024-05-03,plotnine
8,2024-05-04,vetiver
562,2024-05-04,siuba
644,2024-05-04,shiny
201,2024-05-04,great-tables
83690,2024-05-04,plotnine
83145,2024-05-05,plotnine
754,2024-05-05,shiny
154,2024-05-05,great-tables
509,2024-05-05,siuba
13,2024-05-05,vetiver
1403,2024-05-06,great-tables
101690,2024-05-06,plotnine
32,2024-05-06,vetiver
1607,2024-05-06,shiny
3135,2024-05-06,siuba
1928,2024-05-07,shiny
59,2024-05-07,vetiver
1438,2024-05-07,great-tables
4196,2024-05-07,siuba
108261,2024-05-07,plotnine
1694,2024-05-08,shiny
19,2024-05-08,vetiver
1784,2024-05-08,great-tables
2815,2024-05-08,siuba
112804,2024-05-08,plotnine
1389,2024-05-09,shiny
106395,2024-05-09,plotnine
1298,2024-05-09,great-tables
17,2024-05-09,vetiver
3448,2024-05-09,siuba
2689,2024-05-10,siuba
1424,2024-05-10,shiny
25,2024-05-10,vetiver
111082,2024-05-10,plotnine
1157,2024-05-10,great-tables
588,2024-05-11,shiny
89028,2024-05-11,plotnine
190,2024-05-11,great-tables
38,2024-05-11,vetiver
434,2024-05-11,siuba
37,2024-05-12,vetiver
204,2024-05-12,great-tables
440,2024-05-12,siuba
664,2024-05-12,shiny
89166,2024-05-12,plotnine
2661,2024-05-13,siuba
1984,2024-05-13,great-tables
69,2024-05-13,vetiver
111485,2024-05-13,plotnine
2931,2024-05-13,shiny
2601,2024-05-14,siuba
2869,2024-05-14,shiny
116549,2024-05-14,plotnine
1746,2024-05-14,great-tables
31,2024-05-14,vetiver
19,2024-05-15,vetiver
126672,2024-05-15,plotnine
1980,2024-05-15,shiny
3066,2024-05-15,great-tables
2982,2024-05-15,siuba
1703,2024-05-16,shiny
1680,2024-05-16,great-tables
15,2024-05-16,vetiver
2772,2024-05-16,siuba
121757,2024-05-16,plotnine
44,2024-05-17,vetiver
1678,2024-05-17,shiny
3651,2024-05-17,siuba
1190,2024-05-17,great-tables
116209,2024-05-17,plotnine
108281,2024-05-18,plotnine
536,2024-05-18,siuba
613,2024-05-18,shiny
747,2024-05-18,great-tables
9,2024-05-18,vetiver
474,2024-05-19,siuba
582,2024-05-19,great-tables
89609,2024-05-19,plotnine
14,2024-05-19,vetiver
491,2024-05-19,shiny
2656,2024-05-20,siuba
1678,2024-05-20,great-tables
1437,2024-05-20,shiny
112898,2024-05-20,plotnine
23,2024-05-20,vetiver
41,2024-05-21,vetiver
1770,2024-05-21,shiny
2788,2024-05-21,siuba
120574,2024-05-21,plotnine
2358,2024-05-21,great-tables
122290,2024-05-22,plotnine
2731,2024-05-22,siuba
2284,2024-05-22,shiny
2450,2024-05-22,great-tables
21,2024-05-22,vetiver
2729,2024-05-23,siuba
2709,2024-05-23,shiny
126200,2024-05-23,plotnine
38,2024-05-23,vetiver
1793,2024-05-23,great-tables
1495,2024-05-24,great-tables
43,2024-05-24,vetiver
2200,2024-05-24,shiny
118563,2024-05-24,plotnine
2759,2024-05-24,siuba
415,2024-05-25,great-tables
98035,2024-05-25,plotnine
399,2024-05-25,siuba
701,2024-05-25,shiny
37,2024-05-25,vetiver
95374,2024-05-26,plotnine
2071,2024-05-26,shiny
401,2024-05-26,siuba
392,2024-05-26,great-tables
67,2024-05-26,vetiver
1229,2024-05-27,great-tables
101605,2024-05-27,plotnine
777,2024-05-27,siuba
23,2024-05-27,vetiver
1529,2024-05-27,shiny
2092,2024-05-28,siuba
66,2024-05-28,vetiver
115339,2024-05-28,plotnine
2537,2024-05-28,shiny
1814,2024-05-28,great-tables
2415,2024-05-29,great-tables
2170,2024-05-29,siuba
2323,2024-05-29,shiny
10,2024-05-29,vetiver
121318,2024-05-29,plotnine
52,2024-05-30,vetiver
1853,2024-05-30,siuba
121485,2024-05-30,plotnine
3014,2024-05-30,shiny
2608,2024-05-30,great-tables
2349,2024-05-31,siuba
119024,2024-05-31,plotnine
2155,2024-05-31,great-tables
1642,2024-05-31,shiny
17,2024-05-31,vetiver
15,2024-06-01,vetiver
102199,2024-06-01,plotnine
464,2024-06-01,great-tables
505,2024-06-01,shiny
595,2024-06-01,siuba
618,2024-06-02,great-tables
15,2024-06-02,vetiver
434,2024-06-02,siuba
712,2024-06-02,shiny
85646,2024-06-02,plotnine
83,2024-06-03,vetiver
124857,2024-06-03,plotnine
1733,2024-06-03,shiny
3340,2024-06-03,great-tables
2891,2024-06-03,siuba
4524,2024-06-04,great-tables
1975,2024-06-04,shiny
24,2024-06-04,vetiver
125731,2024-06-04,plotnine
2783,2024-06-04,siuba
3201,2024-06-05,siuba
25,2024-06-05,vetiver
2529,2024-06-05,shiny
4184,2024-06-05,great-tables
124248,2024-06-05,plotnine
3510,2024-06-06,shiny
4848,2024-06-06,great-tables
119230,2024-06-06,plotnine
2395,2024-06-06,siuba
13,2024-06-06,vetiver
1896,2024-06-07,siuba
5025,2024-06-07,great-tables
119276,2024-06-07,plotnine
20,2024-06-07,vetiver
2311,2024-06-07,shiny
97573,2024-06-08,plotnine
820,2024-06-08,siuba
1751,2024-06-08,great-tables
786,2024-06-08,shiny
8,2024-06-08,vetiver
535,2024-06-09,shiny
36,2024-06-09,vetiver
557,2024-06-09,siuba
98728,2024-06-09,plotnine
453,2024-06-09,great-tables
121973,2024-06-10,plotnine
2686,2024-06-10,shiny
1969,2024-06-10,siuba
1641,2024-06-10,great-tables
25,2024-06-10,vetiver
4811,2024-06-11,shiny
2351,2024-06-11,siuba
3934,2024-06-11,great-tables
123367,2024-06-11,plotnine
50,2024-06-11,vetiver
4344,2024-06-12,great-tables
6689,2024-06-12,shiny
22,2024-06-12,vetiver
104482,2024-06-12,plotnine
3062,2024-06-12,siuba
2951,2024-06-13,siuba
28,2024-06-13,vetiver
113677,2024-06-13,plotnine
2595,2024-06-13,shiny
6542,2024-06-13,great-tables
32,2024-06-14,vetiver
2836,2024-06-14,shiny
6877,2024-06-14,great-tables
1037,2024-06-14,siuba
113466,2024-06-14,plotnine
324,2024-06-15,siuba
103172,2024-06-15,plotnine
36,2024-06-15,vetiver
625,2024-06-15,great-tables
818,2024-06-15,shiny
385,2024-06-16,siuba
81884,2024-06-16,plotnine
846,2024-06-16,great-tables
37,2024-06-16,vetiver
671,2024-06-16,shiny
12,2024-06-17,vetiver
2591,2024-06-17,shiny
880,2024-06-17,siuba
6739,2024-06-17,great-tables
112426,2024-06-17,plotnine
1006,2024-06-18,siuba
57,2024-06-18,vetiver
5709,2024-06-18,great-tables
2458,2024-06-18,shiny
130803,2024-06-18,plotnine
5851,2024-06-19,great-tables
2707,2024-06-19,shiny
37,2024-06-19,vetiver
1163,2024-06-19,siuba
119969,2024-06-19,plotnine
2914,2024-06-20,shiny
118121,2024-06-20,plotnine
6020,2024-06-20,great-tables
30,2024-06-20,vetiver
1095,2024-06-20,siuba
3882,2024-06-21,great-tables
926,2024-06-21,siuba
13,2024-06-21,vetiver
114120,2024-06-21,plotnine
2511,2024-06-21,shiny
4226,2024-06-22,great-tables
331,2024-06-22,siuba
97847,2024-06-22,plotnine
14,2024-06-22,vetiver
1009,2024-06-22,shiny
863,2024-06-23,shiny
720,2024-06-23,great-tables
404,2024-06-23,siuba
58,2024-06-23,vetiver
100742,2024-06-23,plotnine
1161,2024-06-24,siuba
117244,2024-06-24,plotnine
2539,2024-06-24,shiny
22,2024-06-24,vetiver
4160,2024-06-24,great-tables
4351,2024-06-25,great-tables
49,2024-06-25,vetiver
2498,2024-06-25,shiny
1070,2024-06-25,siuba
118902,2024-06-25,plotnine
119540,2024-06-26,plotnine
2891,2024-06-26,shiny
1130,2024-06-26,siuba
4173,2024-06-26,great-tables
21,2024-06-26,vetiver
115518,2024-06-27,plotnine
4059,2024-06-27,shiny
1262,2024-06-27,siuba
6065,2024-06-27,great-tables
43,2024-06-27,vetiver
5038,2024-06-28,great-tables
113107,2024-06-28,plotnine
2080,2024-06-28,shiny
42,2024-06-28,vetiver
924,2024-06-28,siuba
742,2024-06-29,great-tables
100369,2024-06-29,plotnine
21,2024-06-29,vetiver
918,2024-06-29,shiny
435,2024-06-29,siuba
100540,2024-06-30,plotnine
361,2024-06-30,siuba
901,2024-06-30,shiny
14,2024-06-30,vetiver
486,2024-06-30,great-tables
5770,2024-07-01,great-tables
122975,2024-07-01,plotnine
32,2024-07-01,vetiver
1186,2024-07-01,siuba
1943,2024-07-01,shiny
1533,2024-07-02,siuba
123977,2024-07-02,plotnine
29,2024-07-02,vetiver
2126,2024-07-02,shiny
5849,2024-07-02,great-tables
1271,2024-07-03,siuba
10205,2024-07-03,great-tables
38,2024-07-03,vetiver
121875,2024-07-03,plotnine
2477,2024-07-03,shiny
1481,2024-07-04,shiny
1966,2024-07-04,great-tables
916,2024-07-04,siuba
34,2024-07-04,vetiver
110525,2024-07-04,plotnine
1082,2024-07-05,siuba
112350,2024-07-05,plotnine
35,2024-07-05,vetiver
1440,2024-07-05,shiny
5958,2024-07-05,great-tables
93724,2024-07-06,plotnine
334,2024-07-06,siuba
14,2024-07-06,vetiver
998,2024-07-06,great-tables
795,2024-07-06,shiny
799,2024-07-07,shiny
294,2024-07-07,siuba
624,2024-07-07,great-tables
98587,2024-07-07,plotnine
130,2024-07-07,vetiver
2170,2024-07-08,shiny
8049,2024-07-08,great-tables
122067,2024-07-08,plotnine
45,2024-07-08,vetiver
1259,2024-07-08,siuba
17,2024-07-09,vetiver
100375,2024-07-09,plotnine
4516,2024-07-09,great-tables
1915,2024-07-09,shiny
984,2024-07-09,siuba
884,2024-07-10,siuba
1970,2024-07-10,shiny
12,2024-07-10,vetiver
3492,2024-07-10,great-tables
98777,2024-07-10,plotnine
17,2024-07-11,vetiver
1105,2024-07-11,siuba
3896,2024-07-11,great-tables
2349,2024-07-11,shiny
95914,2024-07-11,plotnine
97182,2024-07-12,plotnine
3066,2024-07-12,great-tables
1654,2024-07-12,shiny
23,2024-07-12,vetiver
978,2024-07-12,siuba
13,2024-07-13,vetiver
73473,2024-07-13,plotnine
400,2024-07-13,siuba
757,2024-07-13,shiny
1392,2024-07-13,great-tables
457,2024-07-14,siuba
10,2024-07-14,vetiver
1193,2024-07-14,great-tables
75279,2024-07-14,plotnine
751,2024-07-14,shiny
2198,2024-07-15,shiny
5960,2024-07-15,great-tables
93793,2024-07-15,plotnine
26,2024-07-15,vetiver
1109,2024-07-15,siuba
1072,2024-07-16,siuba
5143,2024-07-16,great-tables
103898,2024-07-16,plotnine
1973,2024-07-16,shiny
97,2024-07-16,vetiver
1045,2024-07-17,siuba
1970,2024-07-17,shiny
100715,2024-07-17,plotnine
27,2024-07-17,vetiver
5400,2024-07-17,great-tables
5280,2024-07-18,great-tables
2452,2024-07-18,shiny
37,2024-07-18,vetiver
1575,2024-07-18,siuba
101136,2024-07-18,plotnine
3346,2024-07-19,great-tables
1196,2024-07-19,siuba
2101,2024-07-19,shiny
91599,2024-07-19,plotnine
21,2024-07-19,vetiver
629,2024-07-20,siuba
623,2024-07-20,great-tables
944,2024-07-20,shiny
70,2024-07-20,vetiver
74147,2024-07-20,plotnine
13,2024-07-21,vetiver
426,2024-07-21,siuba
808,2024-07-21,shiny
75932,2024-07-21,plotnine
616,2024-07-21,great-tables
58,2024-07-22,vetiver
1808,2024-07-22,shiny
97118,2024-07-22,plotnine
1408,2024-07-22,siuba
4373,2024-07-22,great-tables
2017,2024-07-23,shiny
5877,2024-07-23,great-tables
1104,2024-07-23,siuba
34,2024-07-23,vetiver
97315,2024-07-23,plotnine
100410,2024-07-24,plotnine
128,2024-07-24,vetiver
2818,2024-07-24,shiny
1006,2024-07-24,siuba
5919,2024-07-24,great-tables
1075,2024-07-25,siuba
103192,2024-07-25,plotnine
3095,2024-07-25,shiny
18,2024-07-25,vetiver
7126,2024-07-25,great-tables
1035,2024-07-26,siuba
2207,2024-07-26,shiny
96078,2024-07-26,plotnine
51,2024-07-26,vetiver
5941,2024-07-26,great-tables
389,2024-07-27,siuba
965,2024-07-27,shiny
777,2024-07-27,great-tables
27,2024-07-27,vetiver
73647,2024-07-27,plotnine
76904,2024-07-28,plotnine
872,2024-07-28,shiny
10,2024-07-28,vetiver
561,2024-07-28,siuba
469,2024-07-28,great-tables
34,2024-07-29,vetiver
5677,2024-07-29,great-tables
98725,2024-07-29,plotnine
2315,2024-07-29,shiny
947,2024-07-29,siuba
2182,2024-07-30,shiny
1226,2024-07-30,siuba
26,2024-07-30,vetiver
94711,2024-07-30,plotnine
5166,2024-07-30,great-tables
1183,2024-07-31,siuba
98072,2024-07-31,plotnine
64,2024-07-31,vetiver
4893,2024-07-31,great-tables
3822,2024-07-31,shiny
34,2024-08-01,vetiver
99992,2024-08-01,plotnine
1545,2024-08-01,siuba
5027,2024-08-01,great-tables
7181,2024-08-01,shiny
2230,2024-08-02,shiny
1370,2024-08-02,siuba
22,2024-08-02,vetiver
94743,2024-08-02,plotnine
4114,2024-08-02,great-tables
445,2024-08-03,siuba
915,2024-08-03,shiny
67239,2024-08-03,plotnine
13,2024-08-03,vetiver
1174,2024-08-03,great-tables
81405,2024-08-04,plotnine
877,2024-08-04,shiny
374,2024-08-04,siuba
1250,2024-08-04,great-tables
60,2024-08-04,vetiver
2075,2024-08-05,shiny
102748,2024-08-05,plotnine
787,2024-08-05,siuba
4550,2024-08-05,great-tables
20,2024-08-05,vetiver
2137,2024-08-06,shiny
4359,2024-08-06,great-tables
102436,2024-08-06,plotnine
1185,2024-08-06,siuba
53,2024-08-06,vetiver
94,2024-08-07,vetiver
2864,2024-08-07,great-tables
88153,2024-08-07,plotnine
1812,2024-08-07,shiny
1248,2024-08-07,siuba
1926,2024-08-08,shiny
1036,2024-08-08,siuba
95894,2024-08-08,plotnine
2165,2024-08-08,great-tables
43,2024-08-08,vetiver
848,2024-08-09,siuba
31,2024-08-09,vetiver
2872,2024-08-09,great-tables
97009,2024-08-09,plotnine
1810,2024-08-09,shiny
1091,2024-08-10,great-tables
404,2024-08-10,siuba
29,2024-08-10,vetiver
959,2024-08-10,shiny
79496,2024-08-10,plotnine
80462,2024-08-11,plotnine
932,2024-08-11,great-tables
662,2024-08-11,shiny
382,2024-08-11,siuba
37,2024-08-11,vetiver
2124,2024-08-12,shiny
94486,2024-08-12,plotnine
998,2024-08-12,siuba
2702,2024-08-12,great-tables
48,2024-08-12,vetiver
1101,2024-08-13,siuba
1927,2024-08-13,shiny
8,2024-08-13,vetiver
2644,2024-08-13,great-tables
94649,2024-08-13,plotnine
33,2024-08-14,vetiver
2177,2024-08-14,shiny
2717,2024-08-14,great-tables
94371,2024-08-14,plotnine
1115,2024-08-14,siuba
1884,2024-08-15,shiny
86045,2024-08-15,plotnine
2925,2024-08-15,great-tables
987,2024-08-15,siuba
50,2024-08-15,vetiver
1249,2024-08-16,siuba
1947,2024-08-16,shiny
103201,2024-08-16,plotnine
5458,2024-08-16,great-tables
23,2024-08-16,vetiver
1141,2024-08-17,shiny
488,2024-08-17,siuba
76938,2024-08-17,plotnine
41,2024-08-17,vetiver
1700,2024-08-17,great-tables
545,2024-08-18,siuba
39,2024-08-18,vetiver
74359,2024-08-18,plotnine
1059,2024-08-18,shiny
1728,2024-08-18,great-tables
36,2024-08-19,vetiver
99111,2024-08-19,plotnine
700,2024-08-19,siuba
3427,2024-08-19,great-tables
1885,2024-08-19,shiny
1696,2024-08-20,shiny
4735,2024-08-20,great-tables
108282,2024-08-20,plotnine
944,2024-08-20,siuba
35,2024-08-20,vetiver
5578,2024-08-21,great-tables
93038,2024-08-21,plotnine
2505,2024-08-21,shiny
1113,2024-08-21,siuba
37,2024-08-21,vetiver
75,2024-08-22,vetiver
7932,2024-08-22,great-tables
101204,2024-08-22,plotnine
2613,2024-08-22,shiny
1039,2024-08-22,siuba
5482,2024-08-23,great-tables
101086,2024-08-23,plotnine
1923,2024-08-23,shiny
1217,2024-08-23,siuba
23,2024-08-23,vetiver
80618,2024-08-24,plotnine
789,2024-08-24,shiny
475,2024-08-24,siuba
1906,2024-08-24,great-tables
12,2024-08-24,vetiver
55,2024-08-25,vetiver
808,2024-08-25,shiny
72504,2024-08-25,plotnine
486,2024-08-25,siuba
1693,2024-08-25,great-tables
4452,2024-08-26,great-tables
1838,2024-08-26,shiny
36,2024-08-26,vetiver
954,2024-08-26,siuba
95151,2024-08-26,plotnine
2256,2024-08-27,shiny
80,2024-08-27,vetiver
9593,2024-08-27,great-tables
100331,2024-08-27,plotnine
1268,2024-08-27,siuba
107640,2024-08-28,plotnine
10815,2024-08-28,great-tables
29,2024-08-28,vetiver
2721,2024-08-28,shiny
1484,2024-08-28,siuba
2234,2024-08-29,shiny
1119,2024-08-29,siuba
21,2024-08-29,vetiver
7499,2024-08-29,great-tables
102279,2024-08-29,plotnine
93102,2024-08-30,plotnine
4968,2024-08-30,great-tables
2077,2024-08-30,shiny
1225,2024-08-30,siuba
71,2024-08-30,vetiver
38,2024-08-31,vetiver
421,2024-08-31,siuba
74914,2024-08-31,plotnine
823,2024-08-31,shiny
1893,2024-08-31,great-tables
1533,2024-09-01,great-tables
558,2024-09-01,siuba
910,2024-09-01,shiny
7,2024-09-01,vetiver
77726,2024-09-01,plotnine
967,2024-09-02,siuba
89457,2024-09-02,plotnine
26,2024-09-02,vetiver
3063,2024-09-02,great-tables
1229,2024-09-02,shiny
99846,2024-09-03,plotnine
5961,2024-09-03,great-tables
3271,2024-09-03,shiny
1079,2024-09-03,siuba
27,2024-09-03,vetiver
1053,2024-09-04,siuba
83,2024-09-04,vetiver
95068,2024-09-04,plotnine
2726,2024-09-04,shiny
4621,2024-09-04,great-tables
6739,2024-09-05,great-tables
1026,2024-09-05,siuba
2747,2024-09-05,shiny
102483,2024-09-05,plotnine
15,2024-09-05,vetiver
2394,2024-09-06,shiny
5093,2024-09-06,great-tables
96000,2024-09-06,plotnine
98,2024-09-06,vetiver
831,2024-09-06,siuba
1488,2024-09-07,great-tables
1981,2024-09-07,shiny
638,2024-09-07,siuba
80824,2024-09-07,plotnine
43,2024-09-07,vetiver
1111,2024-09-08,shiny
78985,2024-09-08,plotnine
2328,2024-09-08,great-tables
476,2024-09-08,siuba
106,2024-09-08,vetiver
93676,2024-09-09,plotnine
1034,2024-09-09,siuba
5588,2024-09-09,great-tables
112,2024-09-09,vetiver
2331,2024-09-09,shiny
6656,2024-09-10,great-tables
124,2024-09-10,vetiver
106201,2024-09-10,plotnine
2726,2024-09-10,shiny
1224,2024-09-10,siuba
2343,2024-09-11,shiny
111472,2024-09-11,plotnine
1220,2024-09-11,siuba
119,2024-09-11,vetiver
11000,2024-09-11,great-tables
96381,2024-09-12,plotnine
11644,2024-09-12,great-tables
163,2024-09-12,vetiver
1215,2024-09-12,siuba
2707,2024-09-12,shiny
206,2024-09-13,vetiver
100985,2024-09-13,plotnine
8102,2024-09-13,great-tables
1160,2024-09-13,siuba
2310,2024-09-13,shiny
607,2024-09-14,siuba
89442,2024-09-14,plotnine
36,2024-09-14,vetiver
2320,2024-09-14,great-tables
762,2024-09-14,shiny
82269,2024-09-15,plotnine
1690,2024-09-15,great-tables
577,2024-09-15,siuba
23,2024-09-15,vetiver
1294,2024-09-15,shiny
115708,2024-09-16,plotnine
897,2024-09-16,siuba
2218,2024-09-16,shiny
129,2024-09-16,vetiver
6375,2024-09-16,great-tables
7840,2024-09-17,great-tables
125237,2024-09-17,plotnine
89,2024-09-17,vetiver
858,2024-09-17,siuba
2922,2024-09-17,shiny
2670,2024-09-18,shiny
986,2024-09-18,siuba
8281,2024-09-18,great-tables
110414,2024-09-18,plotnine
105,2024-09-18,vetiver
2443,2024-09-19,shiny
111459,2024-09-19,plotnine
830,2024-09-19,siuba
9500,2024-09-19,great-tables
120,2024-09-19,vetiver
116,2024-09-20,vetiver
7242,2024-09-20,great-tables
3563,2024-09-20,shiny
840,2024-09-20,siuba
107944,2024-09-20,plotnine
375,2024-09-21,siuba
1757,2024-09-21,shiny
84130,2024-09-21,plotnine
14,2024-09-21,vetiver
2976,2024-09-21,great-tables
492,2024-09-22,siuba
9,2024-09-22,vetiver
85404,2024-09-22,plotnine
2104,2024-09-22,great-tables
8806,2024-09-22,shiny
123,2024-09-23,vetiver
101844,2024-09-23,plotnine
4981,2024-09-23,shiny
1083,2024-09-23,siuba
7634,2024-09-23,great-tables
3257,2024-09-24,shiny
121220,2024-09-24,plotnine
1038,2024-09-24,siuba
83,2024-09-24,vetiver
9256,2024-09-24,great-tables
2663,2024-09-25,shiny
134,2024-09-25,vetiver
107444,2024-09-25,plotnine
7580,2024-09-25,great-tables
1102,2024-09-25,siuba
1063,2024-09-26,siuba
224,2024-09-26,vetiver
8938,2024-09-26,great-tables
4027,2024-09-26,shiny
117268,2024-09-26,plotnine
9968,2024-09-27,great-tables
152,2024-09-27,vetiver
866,2024-09-27,siuba
113966,2024-09-27,plotnine
3269,2024-09-27,shiny
91411,2024-09-28,plotnine
1982,2024-09-28,shiny
439,2024-09-28,siuba
2449,2024-09-28,great-tables
21,2024-09-28,vetiver
2165,2024-09-29,shiny
87700,2024-09-29,plotnine
2413,2024-09-29,great-tables
557,2024-09-29,siuba
11,2024-09-29,vetiver
108255,2024-09-30,plotnine
1125,2024-09-30,siuba
7199,2024-09-30,great-tables
3318,2024-09-30,shiny
211,2024-09-30,vetiver
10820,2024-10-01,great-tables
998,2024-10-01,siuba
2524,2024-10-01,shiny
118586,2024-10-01,plotnine
230,2024-10-01,vetiver
3660,2024-10-02,shiny
988,2024-10-02,siuba
106,2024-10-02,vetiver
107203,2024-10-02,plotnine
8890,2024-10-02,great-tables
9513,2024-10-03,great-tables
104978,2024-10-03,plotnine
2809,2024-10-03,shiny
70,2024-10-03,vetiver
1226,2024-10-03,siuba
8159,2024-10-04,great-tables
110317,2024-10-04,plotnine
2395,2024-10-04,shiny
189,2024-10-04,vetiver
1121,2024-10-04,siuba
1560,2024-10-05,shiny
3216,2024-10-05,great-tables
381,2024-10-05,siuba
12,2024-10-05,vetiver
81563,2024-10-05,plotnine
1073,2024-10-06,shiny
520,2024-10-06,siuba
2912,2024-10-06,great-tables
55,2024-10-06,vetiver
76735,2024-10-06,plotnine
108970,2024-10-07,plotnine
3249,2024-10-07,shiny
10328,2024-10-07,great-tables
276,2024-10-07,vetiver
1115,2024-10-07,siuba
3950,2024-10-08,shiny
1293,2024-10-08,siuba
9362,2024-10-08,great-tables
107816,2024-10-08,plotnine
246,2024-10-08,vetiver
99795,2024-10-09,plotnine
3551,2024-10-09,shiny
198,2024-10-09,vetiver
8556,2024-10-09,great-tables
1313,2024-10-09,siuba
102679,2024-10-10,plotnine
1262,2024-10-10,siuba
224,2024-10-10,vetiver
10177,2024-10-10,great-tables
3280,2024-10-10,shiny
117779,2024-10-11,plotnine
9106,2024-10-11,great-tables
2689,2024-10-11,shiny
223,2024-10-11,vetiver
1566,2024-10-11,siuba
2135,2024-10-12,great-tables
77866,2024-10-12,plotnine
82,2024-10-12,vetiver
1207,2024-10-12,shiny
426,2024-10-12,siuba
1717,2024-10-13,great-tables
475,2024-10-13,siuba
778,2024-10-13,shiny
20,2024-10-13,vetiver
73193,2024-10-13,plotnine
112,2024-10-14,vetiver
5031,2024-10-14,great-tables
1377,2024-10-14,siuba
2961,2024-10-14,shiny
92651,2024-10-14,plotnine
1599,2024-10-15,siuba
79,2024-10-15,vetiver
12231,2024-10-15,great-tables
2324,2024-10-15,shiny
99552,2024-10-15,plotnine
93342,2024-10-16,plotnine
91,2024-10-16,vetiver
13840,2024-10-16,great-tables
3625,2024-10-16,shiny
1109,2024-10-16,siuba
1156,2024-10-17,siuba
3701,2024-10-17,shiny
10408,2024-10-17,great-tables
98858,2024-10-17,plotnine
99,2024-10-17,vetiver
2560,2024-10-18,shiny
9201,2024-10-18,great-tables
90,2024-10-18,vetiver
1022,2024-10-18,siuba
93904,2024-10-18,plotnine
2208,2024-10-19,great-tables
98,2024-10-19,vetiver
